auction_date,bond_type,auction_type,round,settlement_date,maturity_date,quantity_tendered,average_rate,accepted_rate,quantity_accepted,total_amount_accepted,quantity_to_central_bank,total_amount_to_central_bank,benchmark
2000-01-04,LFT,Venda,1,2000-01-05,2001-01-03,2000000.0,0.002118,0.002118,2000000,1995822000.0,,,
2000-01-11,LFT,Venda,1,2000-01-12,2001-01-10,2500000.0,0.0018453063877825,0.0018453063877825,2500000,2495450000.0,,,
2000-01-11,LTN,Venda,1,2000-01-12,2000-04-12,2500000.0,0.1967617199085803,0.197204,2500000,2390221081.96,,,
2000-01-11,LTN,Venda,1,2000-01-12,2000-08-02,1000000.0,0.2067865114373398,0.207245,1000000,900844296.51,,,
2000-01-18,LFT,Venda,1,2000-01-19,2001-01-17,2000000.0,0.001134,0.001134,2000000,1997760000.0,,,
2000-01-21,LTN,Venda,1,2000-01-24,2001-01-31,1500000.0,0.211801476721456,0.212425482129365,1500000,1234057503.11,,,
2000-01-23,LFT,Venda,1,2000-01-24,2006-02-15,2000000.0,0.0006942844888091,0.0006942844888091,2000000,1991612000.0,,,
2000-01-24,LFT,Venda,1,2000-01-25,2001-01-24,2000000.0,0.0004981990946313,0.0004981990946313,2000000,1999012000.0,,,
2000-01-24,LTN,Venda,1,2000-01-26,2000-04-26,3500000.0,0.1931570871401456,0.19334236744325,3500000,3351181668.51,,,
2000-01-24,LTN,Venda,1,2000-01-26,2000-08-02,1500000.0,0.1991475405507244,0.199468270177485,1500000,1365849891.1,,,
2000-02-01,LFT,Venda,1,2000-02-02,2001-08-08,2000000.0,0.0003332577256551,0.0003332577256551,5237500,5234876012.5,,,
2000-02-01,LTN,Venda,1,2000-02-02,2000-08-30,4000000.0,0.2043551222188419,0.205494049702879,4000000,3594132123.73,,,
2000-02-01,LTN,Venda,1,2000-02-02,2001-01-31,1000000.0,0.2111883508928156,0.211404390438933,1000000,827520449.52,,,
2000-02-08,LTN,Venda,1,2000-02-09,2000-08-30,3500000.0,0.1951880518319816,0.195446080097235,3500000,3169916592.52,,,
2000-02-08,LTN,Venda,1,2000-02-09,2001-01-31,1000000.0,0.2003249363574905,0.200656,1262500,1057912807.15,,,
2000-02-15,LFT,Venda,1,2000-02-16,2001-08-22,3000000.0,0.0002520795327762,0.0002520795327762,3000000,2998863000.0,,,
2000-02-15,LTN,Venda,1,2000-02-16,2000-10-04,3000000.0,0.1993807380731359,0.199568,3000000,2674872047.64,,,
2000-02-15,LTN,Venda,1,2000-02-16,2001-01-31,1000000.0,0.2035458804254399,0.203803,1000000,838857257.2,,,
2000-02-22,LFT,Venda,1,2000-02-23,2001-09-12,4000000.0,0.0002013916969541,0.0002013916969541,3500000,3498915000.0,,,
2000-02-22,LTN,Venda,1,2000-02-23,2000-10-04,3500000.0,0.1961155153140012,0.19626,4000000,3585352714.01,,,
2000-02-22,LTN,Venda,1,2000-02-23,2001-01-31,1500000.0,0.1999960747531887,0.200172,1500000,1266388549.67,,,
2000-02-29,LFT,Venda,1,2000-03-01,2002-02-02,4000000.0,0.0002573353631791,0.0002573353631791,4000000,3998036000.0,,,
2000-02-29,LTN,Venda,1,2000-03-01,2000-10-04,3000000.0,0.1953820525818251,0.195547,3000000,2699565045.94,,,
2000-02-29,LTN,Venda,1,2000-03-01,2001-04-04,1000000.0,0.2002599664979979,0.200556133579002,1000000,821169491.93,,,
2000-03-09,LFT,Venda,1,2000-03-10,2002-03-13,4500000.0,0.0002183706252725,0.0002183706252725,4500000,4498047000.0,,,
2000-03-09,LTN,Venda,1,2000-03-10,2000-11-01,1500000.0,0.1926197091554096,0.19274,1500000,1338467337.99,,,
2000-03-09,LTN,Venda,1,2000-03-10,2001-04-04,1000000.0,0.1963510943435036,0.196799,1000000,827002231.72,,,
2000-03-14,LFT,Venda,1,2000-03-15,2002-03-20,4000000.0,0.000244,0.000244,4000000,3998048000.0,,,
2000-03-14,LTN,Venda,1,2000-03-15,2000-11-01,3500000.0,0.1909985881835547,0.191500001381707,3500000,3132350429.19,,,
2000-03-14,LTN,Venda,1,2000-03-15,2001-04-04,1500000.0,0.19443669056151,0.194630092072405,1500000,1245241421.3,,,
2000-03-21,LFT,Venda,1,2000-03-22,2002-03-27,3500000.0,0.0001814091276557,0.0001814091276557,3500000,3498733000.0,,,
2000-03-21,LTN,Venda,1,2000-03-22,2000-11-01,3000000.0,0.1863425345679797,0.186496,3000000,2700698094.35,,,
2000-03-21,LTN,Venda,1,2000-03-22,2001-04-04,1500000.0,0.1865156625368685,0.186689450495872,1500000,1258214050.09,,,
2000-03-28,LFT,Venda,1,2000-03-29,2002-04-10,4000000.0,0.000139,0.000139,4000000,3998876000.0,,,
2000-03-28,LTN,Venda,1,2000-03-29,2000-11-29,3000000.0,0.1822776740657768,0.182449054326403,3000000,2683128876.53,,,
2000-03-28,LTN,Venda,1,2000-03-29,2001-04-04,1500000.0,0.1820530242091034,0.182185,1499000,1266449870.85,,,
2000-04-04,LFT,Venda,1,2000-04-05,2003-04-09,2500000.0,0.000134,0.000134,2500000,2498992500.0,,,
2000-04-04,LTN,Venda,1,2000-04-05,2000-11-29,2000000.0,0.1828614616836738,0.183289,2000000,1794132119.41,,,
2000-04-04,LTN,Venda,1,2000-04-05,2001-04-04,1500000.0,0.1827722058612151,0.183764388770933,1500000,1270743502.18,,,
2000-04-11,LFT,Venda,1,2000-04-12,2003-04-16,3500000.0,0.0002100324797995,0.0002100324797995,3500000,3497798500.0,,,
2000-04-11,LTN,Venda,1,2000-04-12,2000-11-29,2000000.0,0.1900014700988855,0.190399,2000000,1793340767.13,,,
2000-04-11,LTN,Venda,1,2000-04-12,2001-04-04,2000000.0,0.1902828354004321,0.1904,2000000,1689589412.28,,,
2000-04-18,LFT,Venda,1,2000-04-19,2003-04-23,2500000.0,0.000226,0.000226,2500000,2498307500.0,,,
2000-04-18,LTN,Venda,1,2000-04-19,2000-12-06,2000000.0,0.1977514454555099,0.198189297037561,2000000,1786056749.43,,,
2000-04-18,LTN,Venda,1,2000-04-19,2001-04-04,1500000.0,0.1983466522983184,0.198799,1500000,1263463319.43,,,
2000-04-25,LFT,Venda,1,2000-04-26,2003-05-07,2500000.0,0.000167,0.000167,2500000,2498737500.0,,,
2000-04-25,LTN,Venda,1,2000-04-26,2000-12-06,2000000.0,0.1988967628047114,0.199199,2000000,1790133839.04,,,
2000-04-25,LTN,Venda,1,2000-04-26,2001-05-02,3000000.0,0.2009772271676648,0.201278,1500000,1248075200.95,,,
2000-05-02,LFT,Venda,1,2000-05-03,2003-05-14,3500000.0,0.0001923113177486,0.0001923113177486,3500000,3497973500.0,,,
2000-05-02,LTN,Venda,1,2000-05-03,2000-12-06,1500000.0,0.1984115504443754,0.19900003707585,1500000,1346796205.99,,,
2000-05-02,LTN,Venda,1,2000-05-03,2001-05-02,1500000.0,0.2028811707998363,0.20314,1500000,1249750926.51,,,
2000-05-09,LFT,Venda,1,2000-05-10,2003-05-21,3000000.0,0.0001992891283681,0.0001992891283681,3000000,2998200000.0,,,
2000-05-09,LTN,Venda,1,2000-05-10,2000-12-06,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2000-05-09,LTN,Venda,1,2000-05-10,2001-05-02,500000.0,0.0,0.0,0,0.0,0.0,0.0,
2000-05-16,LFT,Venda,1,2000-05-17,2003-06-11,5000000.0,0.0003344787859096,0.0003344787859096,5000000,4994900000.0,,,
2000-05-23,LFT,Venda,1,2000-05-24,2003-06-18,2000000.0,0.000504186830406,0.000504186830406,2000000,1996926000.0,,,
2000-05-30,LFT,Venda,1,2000-05-31,2003-06-25,2000000.0,0.0006722573366135,0.0006722573366135,2000000,1995908000.0,,,
2000-06-06,LFT,Venda,1,2000-06-07,2003-07-09,4500000.0,0.0010031972381863,0.0010031972381863,4500000,4486180500.0,,,
2000-06-13,LFT,Venda,1,2000-06-14,2003-07-16,2500000.0,0.001302,0.001302,2500000,2490035000.0,,,
2000-06-13,LTN,Venda,1,2000-06-14,2001-01-03,1000000.0,0.1935176575531302,0.193787,1000000,907667855.9,,,
2000-06-20,LFT,Venda,1,2000-06-21,2003-07-23,2500000.0,0.001499,0.001499,2500000,2488535000.0,,,
2000-06-20,LTN,Venda,1,2000-06-21,2001-01-03,1500000.0,0.1870332461356577,0.187149,1500000,1370223240.1,,,
2000-06-27,LFT,Venda,1,2000-06-28,2003-08-06,1000000.0,0.001173,0.001173,1000000,996381000.0,,,
2000-06-27,LTN,Venda,1,2000-06-28,2001-01-03,1000000.0,0.1807645690023812,0.180880001758336,1000000,918457773.68,,,
2000-06-27,LTN,Venda,1,2000-06-28,2001-05-02,500000.0,0.1867277366312088,0.186949,500000,433521520.42,,,
2000-07-04,LFT,Venda,1,2000-07-05,2003-08-13,1500000.0,0.000962,0.000962,1500000,1495543500.0,,,
2000-07-11,LFT,Venda,1,2000-07-12,2003-08-20,3500000.0,0.0007471121380069,0.0007471121380069,3500000,3491929000.0,,,
2000-07-11,LTN,Venda,1,2000-07-12,2001-01-31,1500000.0,0.1790150498758607,0.179480000841401,1500000,1369752258.7,,,
2000-07-11,LTN,Venda,1,2000-07-12,2001-08-01,1500000.0,0.184574138207879,0.184999,1500000,1256105031.42,,,
2000-07-18,LFT,Venda,1,2000-07-19,2003-08-27,1500000.0,0.000686441604687,0.000686441604687,1500000,1496821500.0,,,
2000-07-18,LTN,Venda,1,2000-07-19,2001-01-31,500000.0,0.1785947714750575,0.178647,500000,458165224.96,,,
2000-07-18,LTN,Venda,1,2000-07-19,2001-08-01,500000.0,0.1844248036058178,0.184699,500000,420165524.16,,,
2000-07-24,LTN,Venda,1,2000-07-25,2000-08-30,1500000.0,0.1660281602996104,0.166156363034903,1064000,1047270679.29,,,
2000-07-24,LTN,Venda,1,2000-07-25,2000-10-04,1000000.0,0.1667939448431151,0.166900410056941,690000,669200960.92,,,
2000-07-25,LFT,Venda,1,2000-07-26,2003-09-10,2000000.0,0.000663,0.000663,2000000,1995876000.0,,,
2000-07-25,LTN,Venda,1,2000-07-26,2001-01-31,1500000.0,0.1738737170719606,0.1739,1500000,1381820449.99,,,
2000-07-25,LTN,Venda,1,2000-07-26,2001-08-01,1000000.0,0.1779823024279641,0.178199,1000000,847806133.6,,,
2000-08-01,LFT,Venda,1,2000-08-02,2003-09-17,3500000.0,0.00151,0.00151,3500000,3483599000.0,,,
2000-08-01,LTN,Venda,1,2000-08-02,2001-02-28,1500000.0,0.1744519689114538,0.174580117457049,1500000,1370060034.78,,,
2000-08-01,LTN,Venda,1,2000-08-02,2001-08-01,1500000.0,0.1795650051697566,0.179680000869253,1500000,1274157354.34,,,
2000-08-08,LFT,Venda,1,2000-08-09,2003-09-17,2000000.0,0.001342,0.001342,2000000,1991720000.0,,,
2000-08-08,LTN,Venda,1,2000-08-09,2001-02-28,1500000.0,0.1701395453333029,0.170299079700839,1500000,1377189506.21,,,
2000-08-08,LTN,Venda,1,2000-08-09,2001-08-01,1500000.0,0.1760168482412988,0.176159000356284,1500000,1282073458.0,,,
2000-08-15,LTN,Venda,1,2000-08-16,2001-02-28,1500000.0,0.1653037722509455,0.165490062127757,1500000,1384489645.7,,,
2000-08-15,LTN,Venda,1,2000-08-16,2001-08-01,1500000.0,0.1692357470911064,0.169350000392256,1500000,1293277988.63,,,
2000-08-22,LTN,Venda,1,2000-08-23,2001-02-28,1500000.0,0.1662090545288881,0.166348,1500000,1388155002.05,,,
2000-08-22,LTN,Venda,1,2000-08-23,2001-10-03,1500000.0,0.1709594962645538,0.17121900058436,1500000,1260310128.6,,,
2000-08-29,LFT,Venda,1,2000-08-30,2003-10-15,2500000.0,0.0006711032943655,0.0006711032943655,2500000,2494787500.0,,,
2000-08-29,LTN,Venda,1,2000-08-30,2001-02-28,2000000.0,0.1686236216168846,0.168789,2000000,1854670579.99,,,
2000-08-29,LTN,Venda,1,2000-08-30,2001-10-03,2000000.0,0.1725315887682313,0.172799,2000000,1683235341.85,,,
2000-08-31,LTN,Venda,1,2000-09-01,2002-07-03,500000.0,0.1755690400161112,0.175769,500000,373124456.04,,,
2000-09-05,LFT,Venda,1,2000-09-06,2003-10-15,1000000.0,0.0005700093206328,0.0005700093206328,1000000,998240000.0,,,
2000-09-05,LTN,Venda,1,2000-09-06,2001-02-28,1500000.0,0.1683589957674436,0.168472,1500000,1395457023.79,,,
2000-09-05,LTN,Venda,1,2000-09-06,2001-10-03,1500000.0,0.1716485194299574,0.171780000275271,1500000,1267434872.77,,,
2000-09-12,LFT,Venda,1,2000-09-13,2003-10-15,1000000.0,0.000562,0.000562,1000000,998271000.0,,,
2000-09-12,LTN,Venda,1,2000-09-13,2001-05-02,1500000.0,0.168892413186821,0.169179194981943,1490000,1352790536.58,,,
2000-09-12,LTN,Venda,1,2000-09-13,2001-10-03,1500000.0,0.1708362865206168,0.170973,1500000,1271549515.54,,,
2000-09-19,LFT,Venda,1,2000-09-20,2003-10-15,1000000.0,0.000587,0.000587,1000000,998206000.0,,,
2000-09-26,LFT,Venda,1,2000-09-27,2003-10-15,500000.0,0.0005041830949428,0.0005041830949428,500000,499235500.0,,,
2000-09-26,LTN,Venda,1,2000-09-27,2001-05-02,500000.0,0.1694420137783118,0.169696089948303,500000,456652112.59,,,
2000-09-26,LTN,Venda,1,2000-09-27,2001-10-03,500000.0,0.1722166670217921,0.172297,500000,426004606.16,,,
2000-10-03,LFT,Venda,1,2000-10-04,2003-11-19,2000000.0,0.000663,0.000663,2000000,2077970092.31,,,
2000-10-03,LTN,Venda,1,2000-10-04,2001-06-06,2500000.0,0.1690849599062384,0.169150125874439,2500000,2255525351.1,,,
2000-10-03,LTN,Venda,1,2000-10-04,2001-12-05,2500000.0,0.1715911630606596,0.171700001180445,2500000,2082187592.82,,,
2000-10-10,LFT,Venda,1,2000-10-11,2003-11-19,1000000.0,0.0005780219191535,0.0005780219191535,1000000,1042445147.62,,,
2000-10-10,LTN,Venda,1,2000-10-11,2001-06-06,1500000.0,0.1681689564969135,0.168339423356672,1500000,1358196576.19,,,
2000-10-10,LTN,Venda,1,2000-10-11,2001-12-05,1500000.0,0.1709929945525801,0.171209,1500000,1253971111.2,,,
2000-10-17,LFT,Venda,1,2000-10-18,2003-11-19,3000000.0,0.0006164857226569,0.0006164857226569,3000000,3134626166.77,,,
2000-10-17,LTN,Venda,1,2000-10-18,2001-06-06,1000000.0,0.1703313908651053,0.17089,1000000,906655828.17,,,
2000-10-17,LTN,Venda,1,2000-10-18,2001-12-05,1000000.0,0.1731712998067612,0.173600000203727,1000000,836336565.87,,,
2000-10-24,LFT,Venda,1,2000-10-25,2004-10-20,1000000.0,0.0008321632568841,0.0008321632568841,1000000,1046587833.98,,,
2000-10-24,LTN,Venda,1,2000-10-25,2001-12-05,1000000.0,0.1763585368085616,0.176590135755464,1000000,836492856.88,,,
2000-10-31,LFT,Venda,1,2000-11-01,2004-10-20,2500000.0,0.0010923387312427,0.0010923387312427,2445000,2564120011.21,,,
2000-10-31,LTN,Venda,1,2000-11-01,2001-06-06,1000000.0,0.1742019557140593,0.174290495893042,1000000,910576844.34,,,
2000-10-31,LTN,Venda,1,2000-11-01,2001-12-05,1000000.0,0.177675067541535,0.177896239136429,1000000,838180342.41,,,
2000-11-07,LFT,Venda,1,2000-11-08,2004-10-20,1000000.0,0.001344,0.001344,874000,917903184.29,,,
2000-11-07,LTN,Venda,1,2000-11-08,2001-06-06,500000.0,0.1812373703980788,0.182999,500000,454906397.39,,,
2000-11-07,LTN,Venda,1,2000-11-08,2001-12-05,500000.0,0.1859536259923321,0.186389,500000,417060713.73,,,
2000-11-14,LFT,Venda,1,2000-11-16,2004-10-20,500000.0,0.001003,0.001003,500000,527434498.58,,,
2000-11-21,LFT,Venda,1,2000-11-22,2004-10-20,500000.0,0.000923,0.000923,500000,528895228.33,,,
2000-11-21,LTN,Venda,1,2000-11-22,2001-06-06,500000.0,0.1726979504935365,0.172698,500000,459388760.35,,,
2000-11-21,LTN,Venda,1,2000-11-22,2001-12-05,500000.0,0.177238691239964,0.177249,500000,422801660.74,,,
2000-11-28,LFT,Venda,1,2000-11-29,2004-12-15,2000000.0,0.000923,0.000923,2000000,2121726217.01,,,
2000-11-28,LTN,Venda,1,2000-11-29,2001-06-06,1000000.0,0.2471224959056409,0.247272012630838,1000000,893107234.59,,,
2000-11-28,LTN,Venda,1,2000-11-29,2001-12-05,1000000.0,0.1843901682468957,0.185273176928689,1000000,843183039.29,,,
2000-12-05,LFT,Venda,1,2000-12-06,2004-12-15,2000000.0,0.0009234787199214,0.0009234787199214,2000000,2128167337.99,,,
2000-12-05,LTN,Venda,1,2000-12-06,2001-07-04,1000000.0,0.1774185557688129,0.177507419569777,1000000,911484882.95,,,
2000-12-05,LTN,Venda,1,2000-12-06,2002-01-09,1000000.0,0.1821192072291576,0.182649,928000,774675419.68,,,
2000-12-12,LFT,Venda,1,2000-12-13,2004-12-15,2000000.0,0.0012473606302483,0.0012473606302483,2000000,2131854645.59,,,
2000-12-12,LTN,Venda,1,2000-12-13,2001-07-04,500000.0,0.1698668039806999,0.169918,500000,458835538.34,,,
2000-12-12,LTN,Venda,1,2000-12-13,2002-01-09,500000.0,0.1754675815787655,0.175660001227347,500000,421289023.92,,,
2000-12-19,LFT,Venda,1,2000-12-20,2004-12-15,1000000.0,0.001078,0.001078,1000000,1069874720.76,,,
2000-12-19,LTN,Venda,1,2000-12-20,2001-07-04,1000000.0,0.1662721088684474,0.166819,1000000,922028784.08,,,
2000-12-19,LTN,Venda,1,2000-12-20,2002-01-09,1000000.0,0.1709612180811526,0.171139,1000000,848667276.68,,,
2001-01-02,LFT,Venda,1,2001-01-03,2005-02-16,2000000.0,0.001113,0.001113,2000000,2149157053.12,,,
2001-01-02,LTN,Venda,1,2001-01-03,2001-07-04,2000000.0,0.1616339828381823,0.161799,2000000,1856750187.79,,,
2001-01-02,LTN,Venda,1,2001-01-03,2002-01-09,2000000.0,0.1668441344030097,0.167200000763388,2000000,1711926792.84,,,
2001-01-09,LFT,Venda,1,2001-01-10,2005-02-16,2000000.0,0.0010000426688507,0.0010000426688507,2000000,2156473173.87,,,
2001-01-09,LTN,Venda,1,2001-01-10,2002-01-09,1500000.0,0.1619957091273067,0.162149,1500000,1293191115.03,,,
2001-01-09,LTN,Venda,1,2001-01-10,2002-07-03,1000000.0,0.1647137690839573,0.164799,1000000,799900546.78,,,
2001-01-16,LFT,Venda,1,2001-01-17,2005-02-16,2000000.0,0.00089,0.00089,2000000,2163711663.08,,,
2001-01-16,LTN,Venda,1,2001-01-17,2002-02-06,1000000.0,0.1622733401015909,0.162399,1000000,854243569.68,,,
2001-01-16,LTN,Venda,1,2001-01-17,2002-07-03,1000000.0,0.1640465540993988,0.164160000787852,1000000,802988715.93,,,
2001-01-23,LTN,Venda,1,2001-01-24,2002-02-06,1000000.0,0.1576995491127034,0.157790000561791,1000000,860275019.18,,,
2001-01-23,LTN,Venda,1,2001-01-24,2002-07-03,1000000.0,0.1591714609941333,0.159495423086154,1000000,810241777.07,,,
2001-01-24,LTN,Venda,1,2001-01-25,2003-04-02,1000000.0,0.1603694377931833,0.160579,1000000,723649443.4,,,
2001-01-30,LFT,Venda,1,2001-01-31,2006-02-15,1000000.0,0.0005443804022475,0.0005443804022475,1000000,1088929372.72,,,
2001-01-30,LTN,Venda,1,2001-01-31,2002-02-06,3000000.0,0.1545213184900308,0.154949,3000000,2595517102.25,,,
2001-01-30,LTN,Venda,1,2001-01-31,2002-07-03,2000000.0,0.1561102395711213,0.156239,2000000,1631287970.88,,,
2001-01-30,NTN-C,Venda,1,2001-02-01,2031-01-01,1000000.0,0.106427290057,0.106427290057,1000000,1213285457.66,,,
2001-02-06,LFT,Venda,1,2001-02-07,2006-02-15,1000000.0,0.0004400383491145,0.0004400383491145,1000000,1092559082.97,,,
2001-02-06,LTN,Venda,1,2001-02-07,2002-02-06,1500000.0,0.1585664362715521,0.158699,1500000,1296973393.22,,,
2001-02-06,LTN,Venda,1,2001-02-07,2002-07-03,1000000.0,0.1611077170778315,0.161599,1000000,813123637.0,,,
2001-02-13,LTN,Venda,1,2001-02-14,2002-02-06,1000000.0,0.1576496853033904,0.157786219417633,1000000,867842823.79,,,
2001-02-13,LTN,Venda,1,2001-02-14,2002-07-03,1000000.0,0.1607256654892774,0.161499384294616,865000,705756655.6,,,
2001-02-20,LTN,Venda,1,2001-02-21,2001-09-05,1000000.0,0.1578849307369672,0.158000005559336,1000000,924471354.12,,,
2001-02-20,LTN,Venda,1,2001-02-21,2002-02-06,1000000.0,0.1624934200751666,0.162699,1000000,866927315.8,,,
2001-02-22,NTN-C,Venda,1,2001-03-01,2005-07-01,600000.0,0.10650014438,0.10650014438,250000,230249871.09,,,
2001-02-22,NTN-C,Venda,1,2001-03-01,2011-03-01,600000.0,0.106899,0.106899,350000,272813590.9,,,
2001-03-01,LFT,Venda,1,2001-03-02,2006-02-15,1000000.0,0.000419,0.000419,1000000,1101949837.36,,,
2001-03-01,LTN,Venda,1,2001-03-02,2001-09-05,1000000.0,0.1584038563817385,0.158568,1000000,926949918.63,,,
2001-03-01,LTN,Venda,1,2001-03-02,2002-02-06,1000000.0,0.1636009658701917,0.163768,1000000,868752559.13,,,
2001-03-06,LTN,Venda,1,2001-03-07,2002-04-03,1000000.0,0.1619637954692209,0.162599,1000000,852451626.72,,,
2001-03-13,LTN,Venda,1,2001-03-14,2001-09-05,1000000.0,0.1597690315283129,0.159948,1000000,930756184.79,,,
2001-03-29,NTN-C,Venda,1,2001-04-01,2021-04-01,800000.0,0.108899,0.108899,800000,531819838.74,,,
2001-04-03,LFT,Venda,1,2001-04-04,2006-03-15,3000000.0,0.0004621276281688,0.0004621276281688,3000000,3348789686.17,,,
2001-04-10,LFT,Venda,1,2001-04-11,2006-03-15,1500000.0,0.000495,0.000495,1500000,1679019201.3,,,
2001-04-17,LFT,Venda,1,2001-04-18,2006-03-15,1000000.0,0.0005292921228456,0.0005292921228456,1000000,1121786620.73,,,
2001-04-24,LFT,Venda,1,2001-04-25,2006-03-15,1000000.0,0.000604,0.000604,1000000,1124734554.04,,,
2001-04-27,NTN-C,Venda,1,2001-05-01,2021-04-01,2000000.0,0.109500082046,0.109500082046,2000000,1346883768.17,,,
2001-04-30,LFT,Venda,1,2001-05-02,2006-04-19,3500000.0,0.0012184870681781,0.0012184870681781,1909000,2145627215.01,,,
2001-05-08,LFT,Venda,1,2001-05-09,2006-04-19,2500000.0,0.0015100572285429,0.0015100572285429,2500000,2814316913.11,,,
2001-05-08,LTN,Venda,1,2001-05-09,2001-10-03,500000.0,0.2039120478745441,0.204103,500000,463477262.56,,,
2001-05-15,LFT,Venda,1,2001-05-16,2006-04-19,2500000.0,0.0017823062472475,0.0017823062472475,2500000,2819066266.05,,,
2001-05-15,LTN,Venda,1,2001-05-16,2001-10-03,500000.0,0.2164761733754057,0.216797,500000,463312519.42,,,
2001-05-22,LFT,Venda,1,2001-05-23,2006-05-17,2500000.0,0.001899,0.001899,2500000,2825615907.2,,,
2001-05-22,LTN,Venda,1,2001-05-23,2001-10-03,1000000.0,0.201261856613755,0.201599001571845,1000000,934565719.49,,,
2001-05-29,LFT,Venda,1,2001-05-30,2006-05-17,3000000.0,0.001668,0.001668,3000000,3405158528.16,,,
2001-05-29,LTN,Venda,1,2001-05-30,2001-11-07,1000000.0,0.2056497852450886,0.205891,1000000,920924321.16,,,
2001-05-30,NTN-C,Venda,1,2001-06-01,2005-07-01,600000.0,0.104999,0.104999,256000,249028974.33,,,
2001-05-30,NTN-C,Venda,1,2001-06-01,2011-03-01,600000.0,0.105998383397,0.105998383397,344000,283477301.92,,,
2001-06-05,LFT,Venda,1,2001-06-06,2006-06-14,3500000.0,0.0016310188264219,0.0016310188264219,3500000,3985304732.95,,,
2001-06-05,LTN,Venda,1,2001-06-06,2001-11-07,1000000.0,0.1996756008091875,0.199949,1000000,926281412.99,,,
2001-06-12,LFT,Venda,1,2001-06-13,2003-06-14,3000000.0,0.00377,0.00377,3000000,3428722642.94,,,
2001-06-12,LTN,Venda,1,2001-06-13,2001-11-07,2000000.0,0.0,0.0,2000000,0.0,,,
2001-06-19,LFT,Venda,1,2001-06-20,2006-07-19,4000000.0,0.0015543837374194,0.0015543837374194,4000000,4581168605.7,,,
2001-06-19,LTN,Venda,1,2001-06-20,2001-11-07,2000000.0,0.2201912305402331,0.221418352740929,2000000,1852516613.44,,,
2001-06-26,LFT,Venda,1,2001-06-27,2006-07-19,3500000.0,0.001929,0.001929,3500000,4014224445.94,,,
2001-06-26,LTN,Venda,1,2001-06-27,2001-11-07,2500000.0,0.2070365558971472,0.207929100086016,2500000,2334025174.67,,,
2001-06-28,NTN-C,Venda,1,2001-07-01,2005-07-01,600000.0,0.103900095992,0.103900095992,330000,317025895.87,,,
2001-06-28,NTN-C,Venda,1,2001-07-01,2011-03-01,600000.0,0.104799,0.104799,270000,228180684.21,,,
2001-07-03,LFT,Venda,1,2001-07-04,2006-08-16,3500000.0,0.0029192834066287,0.0029192834066287,3500000,4006895049.59,,,
2001-07-03,LTN,Venda,1,2001-07-04,2001-11-07,1500000.0,0.2188358849018312,0.219899,1500000,1400940468.26,,,
2001-07-10,LFT,Venda,1,2001-07-11,2006-09-13,4500000.0,0.003599,0.003599,4500000,5150005913.69,,,
2001-07-17,LFT,Venda,1,2001-07-18,2006-09-13,3000000.0,0.0036404341738489,0.0036404341738489,3000000,3444345765.12,,,
2001-07-24,LFT,Venda,1,2001-07-25,2006-10-18,3500000.0,0.003365,0.003365,3500000,4036858691.41,,,
2001-07-30,NTN-C,Venda,1,2001-08-01,2021-04-01,600000.0,0.104999,0.104999,600000,445593857.66,,,
2001-07-31,LFT,Venda,1,2001-08-01,2006-10-18,3000000.0,0.003699,0.003699,3000000,3466283106.15,,,
2001-08-07,LFT,Venda,1,2001-08-08,2006-11-15,2000000.0,0.0038433045712718,0.0038433045712718,1550000,1795361907.23,,,
2001-08-07,LTN,Venda,1,2001-08-08,2002-01-09,500000.0,0.233468533,0.233469,500000,458523340.23,,,
2001-08-14,LFT,Venda,1,2001-08-15,2006-11-15,2000000.0,0.004208,0.004208,1321000,1532590221.51,,,
2001-08-14,LTN,Venda,1,2001-08-15,2002-01-09,1500000.0,0.2394461841110688,0.240571253227237,1500000,1378688257.7,,,
2001-08-21,LFT,Venda,1,2001-08-22,2006-11-15,1000000.0,0.004207,0.004207,1000000,1164294845.48,,,
2001-08-21,LTN,Venda,1,2001-08-22,2002-01-09,1500000.0,0.2351254029380252,0.235699,1500000,1386377656.59,,,
2001-08-28,LTN,Venda,1,2001-08-29,2002-01-09,1000000.0,0.2260298689362429,0.226099,1000000,930558377.91,,,
2001-08-30,NTN-C,Venda,1,2001-09-01,2005-07-01,600000.0,0.102289,0.102289,388400,392691947.62,,,
2001-08-30,NTN-C,Venda,1,2001-09-01,2011-03-01,600000.0,0.103499,0.103499,261200,224199239.41,,,
2001-08-31,NTN-D,Venda,1,2001-09-06,2004-10-13,1000000.0,0.110000013002,0.110000013002,1000000,1541541811.99,,,
2001-09-04,LFT,Venda,1,2001-09-05,2006-11-15,1000000.0,0.0035932346616596,0.0035932346616596,1000000,1176291661.98,,,
2001-09-04,LTN,Venda,1,2001-09-05,2002-04-03,1500000.0,0.2286197403906285,0.228999,1500000,1336779747.6,,,
2001-09-04,NTN-D,Venda,1,2001-09-06,2002-08-07,1300000.0,0.231180191152482,0.231180191152482,1300000,1976491037.93,,,
2001-09-04,NTN-D,Venda,1,2001-09-06,2004-10-13,500000.0,0.231180191152482,0.231180191152482,500000,776730392.12,,,
2001-09-12,NTN-D,Venda,1,2001-09-17,2004-12-15,1100000.0,0.231180191152482,0.231180191152482,1100000,1720842647.81,,,
