auction_number,accepted_amount_2nd_round,maturity_date,amount_to_central_bank,quantity_accepted_2nd_round,quantity_accepted,rate,auction_type,auction_date,accepted_amount,benchmark,quantity_tendered,bond_type,quantity_to_central_bank,settlement_date
640,0,2022-04-01,0.0,0,10000000,3.5624,Venda,2021-01-07,9581654056.22,LTN 12 meses,10000000,LTN,0,2021-01-08
642,"35669375,04",2022-03-01,0.0,3318,152150,0.1113,Venda,2021-01-07,1635652625.89,LFT 1 ano,1000000,LFT,0,2021-01-08
644,"799339354,49",2024-08-15,0.0,199997,1000000,1.952,Venda,2021-01-12,3996756723.99,NTN-B 3 anos,1000000,NTN-B,0,2021-01-13
644,-,2040-08-15,0.0,-,11500,3.8,Venda,2021-01-12,52305946.73,NTN-B 20 anos,50000,NTN-B,0,2021-01-13
644,"839304913,99",2028-08-15,0.0,199995,1000000,3.0447,Venda,2021-01-12,4196629485.98,NTN-B 7 anos,1000000,NTN-B,0,2021-01-13
646,"115525619,98",2029-01-01,0.0,99994,500000,7.39,Venda,2021-01-14,577499397.7,NTN-F 8 anos,500000,NTN-F,0,2021-01-15
647,"76788757,05",2027-03-01,0.0,7276,257800,0.33,Venda,2021-01-14,2720745130.58,LFT 6 anos,500000,LFT,0,2021-01-15
646,"114369359,72",2027-01-01,0.0,99994,500000,7.005,Venda,2021-01-14,571727531.2,NTN-F 6 anos,500000,NTN-F,0,2021-01-15
645,"271840942,59",2024-07-01,14947498116.6,338181,3000000,6.57,Venda,2021-01-14,2410886792.0,LTN 48 meses,3000000,LTN,18600000,2021-01-15
645,"114343255,15",2023-01-01,14927451363.0,126363,7000000,5.258,Venda,2021-01-14,6332858153.49,LTN 24 meses,7000000,LTN,16500000,2021-01-15
647,"234698385,45",2022-03-01,0.0,21823,153700,0.1104,Venda,2021-01-14,1652987300.01,LFT 1 ano,500000,LFT,0,2021-01-15
645,"238761237,59",2021-10-01,0.0,243636,15000000,2.9039,Venda,2021-01-14,14698203631.45,LTN 6 meses,15000000,LTN,0,2021-01-15
651,"219428880,86",2055-05-15,0.0,46901,300000,4.089,Venda,2021-01-19,1403566326.59,NTN-B 40 anos,300000,NTN-B,0,2021-01-20
651,"180197207,83",2030-08-15,0.0,41840,750000,3.21,Venda,2021-01-19,3230112473.22,NTN-B 10 anos,750000,NTN-B,0,2021-01-20
651,"369470550,03",2026-08-15,0.0,89885,500000,2.678,Venda,2021-01-19,2055240307.98,NTN-B 5 anos,500000,NTN-B,0,2021-01-20
655,0,2022-04-01,0.0,0,5000000,3.9489,Venda,2021-01-21,4775667960.7,LTN 12 meses,5000000,LTN,0,2021-01-22
659,"57079273,74",2022-03-01,0.0,5305,135250,0.105,Venda,2021-01-21,1455225593.78,LFT 1 ano,500000,LFT,0,2021-01-22
655,0,2023-01-01,0.0,0,5000000,5.2729,Venda,2021-01-21,4527187700.33,LTN 24 meses,5000000,LTN,0,2021-01-22
658,0,2029-01-01,0.0,0,4000000,7.436,Venda,2021-01-21,4615181121.1,NTN-F 8 anos,4000000,NTN-F,0,2021-01-22
659,"397149742,34",2027-03-01,0.0,37613,364750,0.3292,Venda,2021-01-21,3851337796.32,LFT 6 anos,500000,LFT,0,2021-01-22
658,0,2031-01-01,0.0,0,1500000,7.8072,Venda,2021-01-21,1730552139.87,NTN-F 10 anos,1500000,NTN-F,0,2021-01-22
655,0,2024-07-01,0.0,0,4000000,6.57,Venda,2021-01-21,3218669230.55,LTN 48 meses,4000000,LTN,0,2021-01-22
662,"4914909,26",2040-08-15,0.0,1090,26500,3.9,Venda,2021-01-26,119490913.67,NTN-B 20 anos,50000,NTN-B,0,2021-01-27
662,"1252377944,42",2028-08-15,0.0,299991,1458700,3.1839,Venda,2021-01-26,6089661715.49,NTN-B 7 anos,1500000,NTN-B,0,2021-01-27
662,"83006883,61",2024-08-15,0.0,20824,500000,2.123,Venda,2021-01-26,1993058097.48,NTN-B 3 anos,500000,NTN-B,0,2021-01-27
664,"232288821,71",2029-01-01,0.0,199999,1000000,7.345,Venda,2021-01-28,1161123413.0,NTN-F 8 anos,1000000,NTN-F,0,2021-01-29
665,"2188314957,07",2027-03-01,0.0,207106,1391250,0.325,Venda,2021-01-28,14700168918.73,LFT 6 anos,1500000,LFT,0,2021-01-29
664,"115205725,54",2027-01-01,0.0,99994,500000,6.92,Venda,2021-01-28,575908513.3,NTN-F 6 anos,500000,NTN-F,0,2021-01-29
663,"161521657,98",2024-07-01,0.0,199996,779200,6.534,Venda,2021-01-28,629143498.96,LTN 48 meses,1000000,LTN,0,2021-01-29
663,"1089217837,03",2023-01-01,0.0,1199990,4205500,5.2099,Venda,2021-01-28,3816516349.63,LTN 24 meses,6000000,LTN,0,2021-01-29
665,"112244469,07",2022-03-01,0.0,10428,108750,0.105,Venda,2021-01-28,1170558689.33,LFT 1 ano,1500000,LFT,0,2021-01-29
663,"1960838597,66",2021-10-01,0.0,1999990,10000000,3.017,Venda,2021-01-28,9803084228.17,LTN 6 meses,10000000,LTN,0,2021-01-29
670,"704493713,45",2055-05-15,0.0,149990,750000,4.0834,Venda,2021-02-02,3522703414.48,NTN-B 40 anos,750000,NTN-B,0,2021-02-03
670,"259840475,88",2030-08-15,0.0,59990,300000,3.168,Venda,2021-02-02,1299418949.38,NTN-B 10 anos,300000,NTN-B,0,2021-02-03
670,"248314009,79",2026-08-15,0.0,59990,300000,2.58,Venda,2021-02-02,1241777012.38,NTN-B 5 anos,300000,NTN-B,0,2021-02-03
671,-,2022-03-01,0.0,-,1202600,0.095,Troca,2021-02-03,12946522424.02,LFT 1 ano,4000000,LFT,0,2021-02-04
671,-,2023-09-01,0.0,-,261000,0.095,Troca,2021-02-03,2805507263.21,,4000000,LFT,0,2021-02-04
671,-,2027-03-01,0.0,-,190000,0.295,Troca,2021-02-03,2008274538.1,LFT 6 anos,4000000,LFT,0,2021-02-04
676,"339229044,33",2031-01-01,0.0,290908,2000000,7.6707,Venda,2021-02-04,2331513039.95,NTN-F 10 anos,2000000,NTN-F,0,2021-02-05
676,"334745495,89",2029-01-01,0.0,287528,3000000,7.3306,Venda,2021-02-04,3491668087.67,NTN-F 8 anos,3000000,NTN-F,0,2021-02-05
677,"468557875,99",2027-03-01,0.0,44337,569500,0.3292,Venda,2021-02-04,6018533288.21,LFT 6 anos,750000,LFT,0,2021-02-05
675,-,2024-07-01,15038799591.0,-,1184900,6.33,Venda,2021-02-04,963214790.57,LTN 48 meses,2500000,LTN,18500000,2021-02-05
675,0,2023-01-01,14930727230.8,0,5000000,5.0829,Venda,2021-02-04,4552050983.09,LTN 24 meses,5000000,LTN,16400000,2021-02-05
675,0,2022-04-01,0.0,0,5000000,3.9124,Venda,2021-02-04,4785012768.74,LTN 12 meses,5000000,LTN,0,2021-02-05
677,"84794966,32",2022-03-01,0.0,7876,180500,0.1204,Venda,2021-02-04,1943307697.21,LFT 1 ano,750000,LFT,0,2021-02-05
679,"43238304,31",2040-08-15,0.0,9448,50000,3.798,Venda,2021-02-09,228822525.36,NTN-B 20 anos,50000,NTN-B,0,2021-02-10
679,"252563987,47",2028-08-15,0.0,59988,300000,3.08,Venda,2021-02-09,1263072551.99,NTN-B 7 anos,300000,NTN-B,0,2021-02-10
679,"2003867570,81",2024-08-15,0.0,499989,2500000,2.008,Venda,2021-02-09,10019558284.99,NTN-B 3 anos,2500000,NTN-B,0,2021-02-10
682,-,2027-03-01,0.0,-,100000,0.325,Troca,2021-02-10,1057131219.0,LFT 6 anos,4000000,LFT,0,2021-02-11
682,-,2023-09-01,0.0,-,427000,0.1128,Troca,2021-02-10,4590968638.86,,4000000,LFT,0,2021-02-11
682,-,2022-03-01,0.0,-,1291700,0.095,Troca,2021-02-10,13910805882.91,LFT 1 ano,4000000,LFT,0,2021-02-11
687,"74443874,91",2022-03-01,0.0,6912,124700,0.123,Venda,2021-02-11,1343048495.78,LFT 1 ano,500000,LFT,0,2021-02-12
685,0,2021-10-01,0.0,0,5000000,2.973,Venda,2021-02-11,4908520319.05,LTN 6 meses,5000000,LTN,0,2021-02-12
685,0,2023-01-01,0.0,0,8000000,5.1398,Venda,2021-02-11,7283225015.82,LTN 24 meses,8000000,LTN,0,2021-02-12
686,0,2029-01-01,0.0,0,1000000,7.418,Venda,2021-02-11,1159866428.95,NTN-F 8 anos,1000000,NTN-F,0,2021-02-12
686,0,2027-01-01,0.0,0,1000000,6.978,Venda,2021-02-11,1151009949.6,NTN-F 6 anos,1000000,NTN-F,0,2021-02-12
687,"77166794,01",2027-03-01,0.0,7299,190200,0.33,Venda,2021-02-11,2010840419.63,LFT 6 anos,500000,LFT,0,2021-02-12
685,0,2024-07-01,0.0,0,3000000,6.4819,Venda,2021-02-11,2430744083.75,LTN 48 meses,3000000,LTN,0,2021-02-12
693,0,2031-01-01,0.0,0,1000000,7.9325,Venda,2021-02-18,1149445244.37,NTN-F 10 anos,1000000,NTN-F,0,2021-02-19
693,0,2029-01-01,0.0,0,1000000,7.6175,Venda,2021-02-18,1148519612.5,NTN-F 8 anos,1000000,NTN-F,0,2021-02-19
694,"47283003,91",2027-03-01,0.0,4472,198200,0.333,Venda,2021-02-18,2095592884.38,LFT 6 anos,500000,LFT,0,2021-02-19
692,0,2024-07-01,0.0,0,1898100,6.7169,Venda,2021-02-18,1527553791.85,LTN 48 meses,2000000,LTN,0,2021-02-19
692,0,2023-01-01,0.0,0,7000000,5.344,Venda,2021-02-18,6353617190.88,LTN 24 meses,7000000,LTN,0,2021-02-19
692,0,2022-04-01,0.0,0,5000000,4.0149,Venda,2021-02-18,4785474601.5,LTN 12 meses,5000000,LTN,0,2021-02-19
694,"56900795,44",2022-03-01,0.0,5282,164750,0.125,Venda,2021-02-18,1774783425.19,LFT 1 ano,500000,LFT,0,2021-02-19
697,"113302015,01",2055-05-15,0.0,24600,1000000,4.2334,Venda,2021-02-23,4604691015.94,NTN-B 40 anos,1000000,NTN-B,0,2021-02-24
697,0,2030-08-15,0.0,0,500000,3.428,Venda,2021-02-23,2083909970.47,NTN-B 10 anos,500000,NTN-B,0,2021-02-24
696,"250508255,72",2026-08-15,0.0,62500,300000,2.8225,Venda,2021-02-23,1202439628.18,NTN-B 5 anos,300000,NTN-B,0,2021-02-24
701,-,2022-03-01,0.0,-,649350,0.118,Troca,2021-02-24,6996988115.32,LFT 1 ano,4000000,LFT,0,2021-02-25
701,-,2023-09-01,0.0,-,65000,0.1375,Troca,2021-02-24,698907486.61,,4000000,LFT,0,2021-02-25
701,-,2027-03-01,0.0,-,127750,0.33,Troca,2021-02-24,1350990420.04,LFT 6 anos,4000000,LFT,0,2021-02-25
707,0,2029-01-01,0.0,0,150000,8.02,Venda,2021-02-25,168871121.4,NTN-F 8 anos,150000,NTN-F,0,2021-02-26
708,0,2027-03-01,0.0,0,195300,0.335,Venda,2021-02-25,2065592509.02,LFT 6 anos,500000,LFT,0,2021-02-26
707,0,2027-01-01,0.0,0,150000,7.61,Venda,2021-02-25,168371762.85,NTN-F 6 anos,150000,NTN-F,0,2021-02-26
706,0,2024-07-01,0.0,0,1500000,7.0867,Venda,2021-02-25,1194751274.2,LTN 48 meses,1500000,LTN,0,2021-02-26
706,0,2023-01-01,0.0,0,10000000,5.5979,Venda,2021-02-25,9044051815.19,LTN 24 meses,10000000,LTN,0,2021-02-26
708,0,2022-03-01,0.0,0,304700,0.1328,Venda,2021-02-25,3283458476.94,LFT 1 ano,500000,LFT,0,2021-02-26
706,0,2021-10-01,0.0,0,8000000,3.148,Venda,2021-02-25,7853071362.4,LTN 6 meses,8000000,LTN,0,2021-02-26
718,"39995702,42",2040-08-15,0.0,9290,50000,4.168,Venda,2021-03-02,215176726.79,NTN-B 20 anos,50000,NTN-B,0,2021-03-03
718,"30979553,48",2028-08-15,0.0,7752,50000,3.64,Venda,2021-03-02,199741338.68,NTN-B 7 anos,50000,NTN-B,0,2021-03-03
717,"42172094,19",2024-08-15,0.0,10997,50000,2.766,Venda,2021-03-02,191743631.3,NTN-B 3 anos,50000,NTN-B,0,2021-03-03
720,-,2023-01-01,0.0,-,0,0.0,Troca,2021-03-03,0.0,LTN 24 meses,50000,LTN,0,2021-03-04
720,-,2022-04-01,0.0,-,25000,4.5849,Troca,2021-03-03,23819104.05,LTN 12 meses,500000,LTN,0,2021-03-04
720,-,2025-01-01,0.0,-,300000,7.7499,Troca,2021-03-03,326113008.1,,300000,NTN-F,0,2021-03-04
720,-,2024-07-01,0.0,-,0,0.0,Troca,2021-03-03,0.0,LTN 48 meses,50000,LTN,0,2021-03-04
724,-,2029-01-01,0.0,-,0,0.0,Venda,2021-03-04,0.0,NTN-F 8 anos,50000,NTN-F,0,2021-03-05
725,"430065649,13",2027-03-01,0.0,40645,950550,0.3352,Venda,2021-03-04,10057790694.87,LFT 6 anos,2000000,LFT,0,2021-03-05
723,"435224767,15",2024-07-01,4983963188.4,549993,2500000,7.3476,Venda,2021-03-04,1977763170.61,LTN 48 meses,2500000,LTN,6300000,2021-03-05
723,"397029137,03",2023-01-01,4961752906.0,440000,2000000,5.8049,Venda,2021-03-04,1804273783.1,LTN 24 meses,2000000,LTN,5500000,2021-03-05
723,"630273979,06",2022-04-01,10120962139.4,659993,3000000,4.4101,Venda,2021-03-04,2864423248.15,LTN 12 meses,3000000,LTN,10600000,2021-03-05
725,"692773195,01",2022-03-01,0.0,64258,1049450,0.1255,Venda,2021-03-04,11314246156.18,LFT 1 ano,2000000,LFT,0,2021-03-05
724,"12222040,68",2031-01-01,5110768157.6,10997,50000,8.5449,Venda,2021-03-04,55551827.75,NTN-F 10 anos,50000,NTN-F,4600000,2021-03-05
729,"437358696,01",2026-08-15,0.0,109992,308050,3.09,Venda,2021-03-09,1224892231.49,NTN-B 5 anos,500000,NTN-B,0,2021-03-10
730,"494090947,38",2055-05-15,0.0,109991,500000,4.4195,Venda,2021-03-09,2245138780.45,NTN-B 40 anos,500000,NTN-B,0,2021-03-10
730,"91053398,36",2030-08-15,0.0,21992,84000,3.588,Venda,2021-03-09,347654795.88,NTN-B 10 anos,100000,NTN-B,0,2021-03-10
733,-,2025-01-01,0.0,-,2000000,7.5325,Troca,2021-03-10,2192114368.0,,2000000,NTN-F,0,2021-03-11
733,-,2024-07-01,0.0,-,0,0.0,Troca,2021-03-10,0.0,LTN 48 meses,50000,LTN,0,2021-03-11
733,-,2023-01-01,0.0,-,0,0.0,Troca,2021-03-10,0.0,LTN 24 meses,50000,LTN,0,2021-03-11
733,-,2022-04-01,0.0,-,10000000,4.62,Troca,2021-03-10,9532139936.0,LTN 12 meses,10000000,LTN,0,2021-03-11
736,0,2021-10-01,0.0,0,5000000,3.5979,Venda,2021-03-11,4902165073.15,LTN 6 meses,5000000,LTN,0,2021-03-12
738,"975001844,29",2022-03-01,0.0,90404,1047700,0.13,Venda,2021-03-11,11299383127.76,LFT 1 ano,1500000,LFT,0,2021-03-12
736,0,2023-01-01,0.0,0,4000000,6.1548,Venda,2021-03-11,3591600670.35,LTN 24 meses,4000000,LTN,0,2021-03-12
737,-,2027-01-01,0.0,-,4500,8.02,Venda,2021-03-11,4980077.87,NTN-F 6 anos,50000,NTN-F,0,2021-03-12
737,-,2029-01-01,0.0,-,0,0.0,Venda,2021-03-11,0.0,NTN-F 8 anos,50000,NTN-F,0,2021-03-12
736,0,2024-07-01,0.0,0,3500000,7.5137,Venda,2021-03-11,2758580321.0,LTN 48 meses,3500000,LTN,0,2021-03-12
738,"20101377,25",2027-03-01,0.0,1900,452300,0.3448,Venda,2021-03-11,4785185754.99,LFT 6 anos,1500000,LFT,0,2021-03-12
741,"44935387,78",2040-08-15,0.0,10167,50000,4.0089,Venda,2021-03-16,220889523.28,NTN-B 20 anos,50000,NTN-B,0,2021-03-17
741,"404410844,95",2028-08-15,0.0,99249,500000,3.4289,Venda,2021-03-16,2036496806.45,NTN-B 7 anos,500000,NTN-B,0,2021-03-17
740,0,2024-08-15,0.0,0,300000,2.51,Venda,2021-03-16,1167000471.25,NTN-B 3 anos,300000,NTN-B,0,2021-03-17
743,-,2025-01-01,0.0,-,1500000,7.6737,Troca,2021-03-17,1639522149.0,,1500000,NTN-F,0,2021-03-18
743,-,2024-07-01,0.0,-,500000,7.6099,Troca,2021-03-17,393384238.5,LTN 48 meses,500000,LTN,0,2021-03-18
743,-,2023-01-01,0.0,-,0,0.0,Troca,2021-03-17,0.0,LTN 24 meses,50000,LTN,0,2021-03-18
743,-,2022-04-01,0.0,-,2000000,4.885,Troca,2021-03-17,1903150485.0,LTN 12 meses,2000000,LTN,0,2021-03-18
750,"112945510,29",2023-01-01,0.0,126325,750000,6.485,Venda,2021-03-18,670397027.45,LTN 24 meses,750000,LTN,0,2021-03-19
752,"3817407709,42",2022-03-01,0.0,353802,1861900,0.129,Venda,2021-03-18,20089291225.84,LFT 1 ano,2000000,LFT,0,2021-03-19
750,0,2022-04-01,0.0,0,1000000,5.1679,Venda,2021-03-18,949205948.4,LTN 12 meses,1000000,LTN,0,2021-03-19
750,0,2024-07-01,0.0,0,300000,7.6839,Venda,2021-03-18,235604516.09,LTN 48 meses,300000,LTN,0,2021-03-19
751,0,2029-01-01,0.0,0,50000,8.3849,Venda,2021-03-18,55487400.05,NTN-F 8 anos,50000,NTN-F,0,2021-03-19
751,-,2031-01-01,0.0,-,20000,8.554,Venda,2021-03-18,22280884.4,NTN-F 10 anos,50000,NTN-F,0,2021-03-19
752,"277685037,69",2027-03-01,0.0,26235,138100,0.345,Venda,2021-03-18,1461723030.78,LFT 6 anos,2000000,LFT,0,2021-03-19
758,0,2055-05-15,0.0,0,300000,4.5032,Venda,2021-03-23,1339125179.34,NTN-B 40 anos,300000,NTN-B,0,2021-03-24
758,0,2030-08-15,0.0,0,150000,3.93,Venda,2021-03-23,610046496.87,NTN-B 10 anos,150000,NTN-B,0,2021-03-24
757,0,2026-08-15,0.0,0,300000,3.4595,Venda,2021-03-23,1181055162.59,NTN-B 5 anos,300000,NTN-B,0,2021-03-24
762,-,2025-01-01,0.0,-,500000,8.2579,Troca,2021-03-24,537937327.0,,500000,NTN-F,0,2021-03-25
762,-,2024-07-01,0.0,-,0,0.0,Troca,2021-03-24,0.0,LTN 48 meses,150000,LTN,0,2021-03-25
762,-,2023-01-01,0.0,-,0,0.0,Troca,2021-03-24,0.0,LTN 24 meses,50000,LTN,0,2021-03-25
762,-,2022-04-01,0.0,-,5623000,5.2848,Troca,2021-03-24,5334532092.52,LTN 12 meses,7000000,LTN,0,2021-03-25
771,"2910965506,23",2022-03-01,0.0,269630,1731300,0.123,Venda,2021-03-25,18691371809.65,LFT 1 ano,2500000,LFT,0,2021-03-26
769,"2294014,77",2023-01-01,0.0,2577,50000,6.8249,Venda,2021-03-25,44497746.65,LTN 24 meses,50000,LTN,0,2021-03-26
769,"1790144,02",2021-10-01,0.0,1828,50000,4.1399,Venda,2021-03-25,48956671.05,LTN 6 meses,50000,LTN,0,2021-03-26
770,-,2027-01-01,0.0,-,0,0.0,Venda,2021-03-25,0.0,NTN-F 6 anos,50000,NTN-F,0,2021-03-26
771,"1216269221,53",2027-03-01,0.0,114778,768700,0.3354,Venda,2021-03-25,8145691252.92,LFT 6 anos,2500000,LFT,0,2021-03-26
770,-,2029-01-01,0.0,-,10000,9.1098,Venda,2021-03-25,10710411.0,NTN-F 8 anos,50000,NTN-F,0,2021-03-26
769,"5098014,22",2024-07-01,0.0,6592,50000,8.2499,Venda,2021-03-25,38655950.05,LTN 48 meses,50000,LTN,0,2021-03-26
774,"473587736,42",2040-08-15,0.0,109993,500000,4.28,Venda,2021-03-30,2151731306.45,NTN-B 20 anos,500000,NTN-B,0,2021-03-31
774,"438855543,01",2028-08-15,0.0,109992,500000,3.889,Venda,2021-03-30,1993976233.45,NTN-B 7 anos,500000,NTN-B,0,2021-03-31
773,"844977159,65",2024-08-15,0.0,219993,1000000,3.123,Venda,2021-03-30,3840927482.98,NTN-B 3 anos,1000000,NTN-B,0,2021-03-31
778,"719150514,92",2022-07-01,0.0,771022,4320000,5.795,Venda,2021-04-01,4028466436.26,LTN 12 meses,5000000,LTN,0,2021-04-05
780,"109178670,3",2022-09-01,0.0,10115,830300,0.133,Venda,2021-04-01,8962041518.23,LFT 1 ano,1500000,LFT,0,2021-04-05
778,"104061875,55",2023-01-01,0.0,116462,3500000,6.676,Venda,2021-04-01,3126536026.42,LTN 24 meses,3500000,LTN,0,2021-04-05
778,0,2024-07-01,0.0,0,1500000,8.1778,Venda,2021-04-01,1164020311.13,LTN 48 meses,1500000,LTN,0,2021-04-05
779,"5672235,48",2029-01-01,0.0,5309,50000,9.1999,Venda,2021-04-01,53402017.99,NTN-F 8 anos,50000,NTN-F,0,2021-04-05
779,"6053656,89",2031-01-01,0.0,5678,50000,9.3539,Venda,2021-04-01,53288840.5,NTN-F 10 anos,50000,NTN-F,0,2021-04-05
780,"146769271,97",2027-03-01,0.0,13842,360150,0.335,Venda,2021-04-01,3818736693.01,LFT 6 anos,1500000,LFT,0,2021-04-05
784,"344551297,86",2055-05-15,0.0,77169,1000000,4.5472,Venda,2021-04-06,4462616672.95,NTN-B 40 anos,1000000,NTN-B,0,2021-04-07
784,"302743925,93",2030-08-15,0.0,74343,500000,4.01,Venda,2021-04-06,2035132317.96,NTN-B 10 anos,500000,NTN-B,0,2021-04-07
783,0,2026-08-15,0.0,0,1250000,3.6219,Venda,2021-04-06,4916208359.95,NTN-B 5 anos,1250000,NTN-B,0,2021-04-07
790,-,2022-09-01,0.0,-,102400,0.1426,Venda,2021-04-08,1105612631.95,LFT 1 ano,1000000,LFT,0,2021-04-09
788,"588763041,3",2023-01-01,9988593428.8,659994,3000000,6.8499,Venda,2021-04-08,2675516097.55,LTN 24 meses,3000000,LTN,11200000,2021-04-09
788,"1952540130,32",2022-01-01,0.0,2020356,10000000,4.804,Venda,2021-04-08,9662540620.35,LTN 6 meses,10000000,LTN,0,2021-04-09
789,"977672,29",2027-01-01,0.0,914,50000,8.9949,Venda,2021-04-08,53464684.96,NTN-F 6 anos,50000,NTN-F,0,2021-04-09
790,-,2027-03-01,10075860931.161863,-,40450,0.3382,Venda,2021-04-08,429019552.24,LFT 6 anos,1000000,LFT,950000,2021-04-09
789,"1165693,88",2031-01-01,4965324404.7,1103,50000,9.5249,Venda,2021-04-08,52822600.05,NTN-F 10 anos,50000,NTN-F,4700000,2021-04-09
788,"170136297,79",2024-07-01,9973220458.5,219995,1000000,8.3535,Venda,2021-04-08,773117864.71,LTN 48 meses,1000000,LTN,12900000,2021-04-09
794,"121750344,69",2040-08-15,7758254777.490405,28234,300000,4.3099,Venda,2021-04-13,1293042462.86,NTN-B 20 anos,300000,NTN-B,1800000,2021-04-14
794,"571104781,45",2028-08-15,7530335609.998122,144031,1079500,4.08,Venda,2021-04-13,4278419626.15,NTN-B 7 anos,1500000,NTN-B,1900000,2021-04-14
793,0,2024-08-15,0.0,0,2500000,3.32,Venda,2021-04-13,9591582339.97,NTN-B 3 anos,2500000,NTN-B,0,2021-04-14
796,"1643777751,68",2022-07-01,0.0,1759998,8000000,5.85,Venda,2021-04-15,7470034858.98,LTN 12 meses,8000000,LTN,0,2021-04-16
798,"112642944,4",2022-09-01,0.0,10426,292350,0.135,Venda,2021-04-15,3158561749.43,LFT 1 ano,750000,LFT,0,2021-04-16
796,"1574798995,92",2023-01-01,0.0,1759997,8000000,6.74,Venda,2021-04-15,7156329698.64,LTN 24 meses,8000000,LTN,0,2021-04-16
796,"853807491,65",2024-07-01,0.0,1099995,5000000,8.2788,Venda,2021-04-15,3879729464.09,LTN 48 meses,5000000,LTN,0,2021-04-16
798,"381740586,39",2027-03-01,0.0,35975,457650,0.34,Venda,2021-04-15,4856249600.49,LFT 6 anos,750000,LFT,0,2021-04-16
797,"11683935,6",2029-01-01,0.0,10997,50000,9.3739,Venda,2021-04-15,53104150.05,NTN-F 8 anos,50000,NTN-F,0,2021-04-16
797,"34874386,15",2031-01-01,0.0,32999,150000,9.5562,Venda,2021-04-15,158466748.21,NTN-F 10 anos,150000,NTN-F,0,2021-04-16
805,"298823778,11",2055-05-15,0.0,65995,300000,4.484,Venda,2021-04-20,1357980178.78,NTN-B 40 anos,300000,NTN-B,0,2021-04-22
805,"891431387,14",2030-08-15,0.0,219994,1000000,4.1347,Venda,2021-04-20,4050891344.97,NTN-B 10 anos,1000000,NTN-B,0,2021-04-22
804,"1437915015,55",2026-08-15,0.0,365012,3000000,3.6728,Venda,2021-04-20,11818091039.99,NTN-B 5 anos,3000000,NTN-B,0,2021-04-22
808,"1065413026,55",2022-01-01,0.0,1099994,5000000,4.711,Venda,2021-04-22,4841928908.4,LTN 6 meses,5000000,LTN,0,2021-04-23
810,"108084219,77",2022-09-01,0.0,9999,348350,0.13,Venda,2021-04-22,3765490344.93,LFT 1 ano,500000,LFT,0,2021-04-23
808,"1187239490,87",2023-01-01,0.0,1319997,6000000,6.4798,Venda,2021-04-22,5395204707.59,LTN 24 meses,6000000,LTN,0,2021-04-23
810,0,2027-03-01,0.0,0,151650,0.3449,Venda,2021-04-22,1609495126.74,LFT 6 anos,500000,LFT,0,2021-04-23
809,-,2027-01-01,0.0,-,0,0.0,Venda,2021-04-22,0.0,NTN-F 6 anos,50000,NTN-F,0,2021-04-23
809,"71272170,3",2031-01-01,0.0,65998,300000,9.2087,Venda,2021-04-22,323860997.7,NTN-F 10 anos,300000,NTN-F,0,2021-04-23
808,"432275677,7",2024-07-01,0.0,549992,2500000,7.9069,Venda,2021-04-22,1964321680.3,LTN 48 meses,2500000,LTN,0,2021-04-23
814,"122409387,93",2040-08-15,0.0,27859,150000,4.176,Venda,2021-04-27,659197387.94,NTN-B 20 anos,150000,NTN-B,0,2021-04-28
814,0,2028-08-15,0.0,0,750000,3.688,Venda,2021-04-27,3051555575.22,NTN-B 7 anos,750000,NTN-B,0,2021-04-28
813,0,2024-08-15,0.0,0,1500000,2.759,Venda,2021-04-27,5868913933.48,NTN-B 3 anos,1500000,NTN-B,0,2021-04-28
817,"118821308,59",2031-01-01,0.0,109994,500000,9.2387,Venda,2021-04-29,539936994.6,NTN-F 10 anos,500000,NTN-F,0,2021-04-30
817,"71623349,96",2029-01-01,0.0,65998,300000,9.0148,Venda,2021-04-29,325458400.05,NTN-F 8 anos,300000,NTN-F,0,2021-04-30
818,0,2027-03-01,0.0,0,10000,0.343,Venda,2021-04-29,106206269.47,LFT 6 anos,300000,LFT,0,2021-04-30
816,"1211658294,8",2024-07-01,0.0,1539994,7000000,7.9077,Venda,2021-04-29,5505886952.17,LTN 48 meses,7000000,LTN,0,2021-04-30
816,"54023071,38",2023-01-01,0.0,60000,7000000,6.487,Venda,2021-04-29,6301111932.67,LTN 24 meses,7000000,LTN,0,2021-04-30
818,"374667301,93",2022-09-01,0.0,34642,290000,0.1299,Venda,2021-04-29,3136467801.17,LFT 1 ano,300000,LFT,0,2021-04-30
816,"132623161,69",2022-07-01,0.0,141437,5000000,5.672,Venda,2021-04-29,4687391784.8,LTN 12 meses,5000000,LTN,0,2021-04-30
821,0,2026-08-15,0.0,0,750000,3.41,Venda,2021-05-04,2996138141.23,NTN-B 5 anos,750000,NTN-B,0,2021-05-05
822,0,2030-08-15,0.0,0,1500000,4.0788,Venda,2021-05-04,6115358974.45,NTN-B 10 anos,1500000,NTN-B,0,2021-05-05
822,0,2055-05-15,0.0,0,99500,4.528,Venda,2021-05-04,448440887.39,NTN-B 40 anos,150000,NTN-B,0,2021-05-05
826,0,2031-01-01,0.0,0,300000,9.204,Venda,2021-05-06,325096259.5,NTN-F 10 anos,300000,NTN-F,0,2021-05-07
827,"92939936,78",2027-03-01,0.0,8745,98000,0.342,Venda,2021-05-06,1041522447.92,LFT 6 anos,150000,LFT,0,2021-05-07
